trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,key_resp.corr,participant,session,date,expName,psychopyVersion,frameRate,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,80,79,down,0.005,db,0.048108299313133734,0.0006050829997548135,211.913999082999,211.913999082999,212.21388549999938,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,81,80,down,0.005,db,0.048108299313133734,0.0006008749987813644,214.3306647499994,214.3306647499994,214.63070679199882,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,82,81,down,0.005,db,0.04808061391918324,0.0005981670001347084,216.74834929200006,216.74834929200006,217.04750912499912,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,83,82,down,0.005,db,0.04808061391918324,0.0007420000001729932,219.0973683329994,219.0973683329994,219.39740987499863,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,84,83,down,0.005,db,0.04808061391918324,0.0007029999997030245,221.4317185,221.4317185,221.73076245799894,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,85,84,down,0.005,db,0.04805294445764044,0.0007576669995614793,223.79746266700022,223.79746266700022,224.09726124999906,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,86,85,down,0.005,db,0.04805294445764044,0.0005966669996269047,226.24827683299918,226.24827683299918,226.5475606250002,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,87,86,down,0.005,db,0.04805294445764044,0.0006163750003906898,228.6307081670002,228.6307081670002,228.9306530419999,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,88,87,down,0.005,db,0.04802529091933654,0.0006109999994805548,231.0309321249988,231.0309321249988,231.331184749999,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,89,88,down,0.005,db,0.04802529091933654,0.0006537080007547047,233.46494387500024,233.46494387500024,233.76414399999885,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,90,89,down,0.005,db,0.04802529091933654,0.0007657499991182704,235.83098324999992,235.83098324999992,236.13066595799864,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,91,90,down,0.005,db,0.047997653295108036,0.0005887919996894198,238.19818962499994,238.19818962499994,238.49773379199905,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,92,91,down,0.005,db,0.047997653295108036,0.0007551670005341293,240.53158533299938,240.53158533299938,240.83101483300015,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,93,92,down,0.005,db,0.047997653295108036,0.0006116250006016344,242.88132245799898,242.88132245799898,243.18106041699866,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,94,93,down,0.005,db,0.04797003157579668,0.000744332999602193,245.24775695799872,245.24775695799872,245.54779749999943,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,95,94,down,0.005,db,0.04797003157579668,0.0006093749998399289,247.74763045799955,247.74763045799955,248.04814562499996,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,96,95,down,0.005,db,0.04797003157579668,0.0007620830001542345,250.11762508299944,250.11762508299944,250.4312623329988,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,97,96,down,0.005,db,0.04794242575224949,0.0006273330000112765,252.46509329199944,252.46509329199944,252.7649436669999,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
